SampleID,RNA-Seq_Sample_Preparation,RNA-Seq_Sequencing_Machine,RNA-Seq_Library_Selection,RNA-Seq_Sequencing_Approach,RNA-Seq_ReadLength_bp,RNA-Seq_StrandedAnalysis_InferExperiment_PeSense,RNA-Seq_StrandedAnalysis_InferExperiment_AntiSense,RNA-Seq_StrandedAnalysis_InferExperiment_Failed,RNA-Seq_Predicted_Strandness_InferExperiment
SJAMLM7010483_G5,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4606,0.4658,0.0737,Unstranded
SJAMLM7015534_G1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0342,0.9337,0.0321,Stranded
SJAMLM7015541_G1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0401,0.9168,0.0431,Stranded
SJBALL020016_C1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4866,0.4888,0.0246,Unstranded
SJHYPO010000_C1,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4714,0.4759,0.0528,Unstranded
SJHYPO010000_C10,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0168,0.9384,0.0448,Stranded
SJHYPO010000_C11,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0159,0.9371,0.047,Stranded
SJHYPO010000_C4,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0253,0.9198,0.0549,Stranded
SJHYPO010000_C46,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4763,0.4788,0.0448,Unstranded
SJHYPO010000_C47,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4769,0.4777,0.0453,Unstranded
SJHYPO010000_C48,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4753,0.4785,0.0462,Unstranded
SJHYPO010000_C49,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4725,0.4739,0.0536,Unstranded
SJHYPO010000_C5,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0149,0.9367,0.0483,Stranded
SJHYPO010000_C6,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0119,0.9259,0.0622,Stranded
SJHYPO010000_C7,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0113,0.9351,0.0537,Stranded
SJHYPO010000_C8,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4705,0.4677,0.0618,Unstranded
SJHYPO010000_C9,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4715,0.4702,0.0583,Unstranded
SJWLM010703_G1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4672,0.4668,0.066,Unstranded
SJWLM010704_G1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.452,0.4506,0.0974,Unstranded
SJWLM010705_G1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4621,0.4644,0.0735,Unstranded
SJWLM010706_G1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4556,0.4559,0.0884,Unstranded
SJWLM010707_G1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4606,0.4604,0.079,Unstranded
SJWLM010708_G1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4635,0.4656,0.0709,Unstranded
SJAMLM7015533_G1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.4022,0.5592,0.0386,Strandedness unclear
SJAMLM7015542_G1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.1333,0.8262,0.0406,Strandedness unclear
SJAMLM7015538_G1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0322,0.9333,0.0346,Stranded
SJAMLM7015539_G1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0569,0.9033,0.0398,Stranded
SJAMLM7015540_G1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0273,0.9319,0.0408,Stranded
SJAMLM7015537_G1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.175,0.7773,0.0477,Strandedness unclear
SJAMLM7011108_D1,Fresh/Frozen,SOLEXA,PolyA,Paired_End,76,0.4671,0.4722,0.0607,Unstranded
SJAMLM7011109_D1,Fresh/Frozen,SOLEXA,PolyA,Paired_End,76,0.4706,0.4735,0.056,Unstranded
SJERG006_D,Fresh/Frozen,SOLEXA,PolyA,Paired_End,76,0.468,0.4698,0.0622,Unstranded
SJERG011_D,Fresh/Frozen,SOLEXA,PolyA,Paired_End,76,0.474,0.4773,0.0487,Unstranded
SJERG016_D,Fresh/Frozen,SOLEXA,PolyA,Paired_End,76,0.4718,0.4708,0.0574,Unstranded
SJBALL021900_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4744,0.4737,0.0518,Unstranded
SJBALL237_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4712,0.4732,0.0556,Unstranded
SJCBF041_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4866,0.4882,0.0252,Unstranded
SJEPD003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4905,0.4907,0.0188,Unstranded
SJHGG001_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.483,0.4846,0.0325,Unstranded
SJHGG003_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4866,0.4888,0.0246,Unstranded
SJLGG035_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4652,0.4697,0.0651,Unstranded
SJLGG036_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4626,0.4641,0.0733,Unstranded
SJLGG038_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4618,0.4636,0.0745,Unstranded
SJLGG039_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4822,0.4872,0.0306,Unstranded
SJMEL001004_D2,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4671,0.4669,0.066,Unstranded
SJMLL001_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4698,0.4731,0.0572,Unstranded
SJMLL002_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4741,0.4746,0.0513,Unstranded
SJMLL014_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4705,0.4722,0.0573,Unstranded
SJMLL019_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4768,0.4747,0.0484,Unstranded
SJOS013_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4825,0.4868,0.0307,Unstranded
SJPHALL003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4721,0.4728,0.0551,Unstranded
SJPHALL005_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4758,0.4766,0.0476,Unstranded
SJRHB007_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.472,0.4642,0.0637,Unstranded
SJRHB010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4728,0.4642,0.063,Unstranded
SJRHB013_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4602,0.0718,Unstranded
SJMB030020_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.1986,0.756,0.0455,Strandedness unclear
SJBALL030219_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.2909,0.67,0.039,Strandedness unclear
SJBT030067_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.2483,0.7141,0.0376,Strandedness unclear
SJBT030176_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.4557,0.5015,0.0428,Strandedness unclear
SJEWS030253_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.2423,0.7194,0.0383,Strandedness unclear
SJNBL030147_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.1825,0.7683,0.0492,Strandedness unclear
SJRB030141_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.4801,0.4861,0.0337,Strandedness unclear
SJRB030240_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.1947,0.7512,0.054,Strandedness unclear
SJRB030289_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.254,0.7136,0.0324,Strandedness unclear
SJRB030317_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.4054,0.5568,0.0378,Strandedness unclear
SJST030122_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.3054,0.6469,0.0477,Strandedness unclear
SJHGG101_X,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4862,0.4901,0.0237,Unstranded
SJRHB011_X,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4721,0.4658,0.0621,Unstranded
SJRHB011_Y,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4841,0.4742,0.0417,Unstranded
SJRHB012_X,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4712,0.4637,0.0651,Unstranded
SJRHB012_Y,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4624,0.0657,Unstranded
SJRHB012_Z,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4726,0.4671,0.0603,Unstranded
SJRHB013_X,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4722,0.4646,0.0632,Unstranded
SJRHB026_X,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4864,0.4898,0.0237,Unstranded
SJBALL020579_X1,Fresh/Frozen,MiSeq,PolyA,Paired_End,301,0.4825,0.4721,0.0454,Unstranded
SJAMLM7015537_D1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0495,0.9014,0.049,Stranded
SJAMLM7015538_D1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0392,0.9244,0.0364,Stranded
SJAMLM7015539_D1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0131,0.9485,0.0383,Stranded
SJAMLM7015540_D1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0227,0.9304,0.0469,Stranded
SJAMLM7015541_D1,Fresh/Frozen,Unknown Machine Type,Total_RNA,Paired_End,101,0.0108,0.9313,0.0579,Stranded
SJACT030812_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJALCL031066_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030210_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030361_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030410_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030416_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030430_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030431_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030440_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030454_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030459_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJAML030464_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJAML030471_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030509_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030510_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJAML030534_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030547_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030560_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030561_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030592_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030601_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030612_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030624_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030669_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030683_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030689_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030690_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030708_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030714_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030727_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030773_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030778_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030799_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030852_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030881_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030934_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030947_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030987_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML030988_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031022_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031051_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031065_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031075_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031082_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJAML031106_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031120_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJAML031121_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030052_R1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030123_R1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030123_R2,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030133_R1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030349_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030350_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030351_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030353_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030354_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030355_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030358_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030362_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030363_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030370_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030378_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030379_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030384_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030404_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030413_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030414_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030415_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030432_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030434_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030448_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030463_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030466_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030474_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030475_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030482_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030491_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030492_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030499_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030507_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030515_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030516_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030517_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030519_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030520_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030523_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030523_R1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030525_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030532_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030533_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030535_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030541_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030542_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030543_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030563_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030568_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030569_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030572_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030574_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030576_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030588_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030603_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030607_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030618_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030639_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030644_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030652_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030653_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030659_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030662_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030663_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030675_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030685_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030700_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030701_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030709_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030713_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030718_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030719_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030724_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030726_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030734_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030735_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030742_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030754_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030755_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030756_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030762_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030771_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030772_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030786_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030807_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030808_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030816_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030821_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030822_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030832_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030840_D2,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030853_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030864_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030865_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030871_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030872_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030879_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030887_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030888_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030889_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030893_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030894_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030900_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030906_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030923_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030927_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030928_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030937_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030946_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030971_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030975_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030976_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030977_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030983_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030984_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030994_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030999_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031006_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031007_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031021_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031036_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
