KEY,Study,SampleID,SequencingType,SampleSequencing,BamFile,SampleTypeAbbreviation,SampleTypeDescription,Sample_Preparation,SamplePreservativeDesignationReason,SequencingMachineIDs,Sequencing_Machine,Library_Selection,Sequencing_Approach,Lab_Reported_Strandedness,Sequencing_Protocol,SequencingProtocolDesignationReason,ReadLength_bp,Protocol,StrandedAnalysis_InferExperiment_PeSense,StrandedAnalysis_InferExperiment_AntiSense,StrandedAnalysis_InferExperiment_Failed,Predicted Strandness via InferExperiment,KeepOrExclude,Reason for Decision
PCGP_SJHYPO010000_C8,PCGP,SJHYPO010000_C8,RNA-Seq,SJHYPO010000_C8.RNA-Seq,SJHYPO010000_C8.RNA-Seq.bam,C8,CELL_LINE,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4705,0.4677,0.0618,Unstranded,EXCLUDE,Remove because is a germilne sample
PCGP_SJHYPO010000_C9,PCGP,SJHYPO010000_C9,RNA-Seq,SJHYPO010000_C9.RNA-Seq,SJHYPO010000_C9.RNA-Seq.bam,C9,CELL_LINE,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4715,0.4702,0.0583,Unstranded,EXCLUDE,Remove because is a germilne sample
PCGP_SJHYPO020_D,PCGP,SJHYPO020_D,RNA-Seq,SJHYPO020_D.RNA-Seq,SJHYPO020_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST988,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4793,0.4793,0.0415,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJHYPO107_D,PCGP,SJHYPO107_D,RNA-Seq,SJHYPO107_D.RNA-Seq,SJHYPO107_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4739,0.4757,0.0504,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJHYPO108_D,PCGP,SJHYPO108_D,RNA-Seq,SJHYPO108_D.RNA-Seq,SJHYPO108_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4732,0.4766,0.0502,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJHYPO112_D,PCGP,SJHYPO112_D,RNA-Seq,SJHYPO112_D.RNA-Seq,SJHYPO112_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4736,0.4776,0.0488,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJHYPO117_D,Clinical Pilot,SJHYPO117_D,RNA-Seq,SJHYPO117_D.RNA-Seq,SJHYPO117_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",D98F08P1,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0226,0.9323,0.0451,Stranded-Reverse,KEEP,"Don't know the sequencing machine type, but keep for now"
Clinical Pilot_SJHYPO120_D,Clinical Pilot,SJHYPO120_D,RNA-Seq,SJHYPO120_D.RNA-Seq,SJHYPO120_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0255,0.9238,0.0507,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJHYPO121_D,PCGP,SJHYPO121_D,RNA-Seq,SJHYPO121_D.RNA-Seq,SJHYPO121_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4774,0.4791,0.0435,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJHYPO124_D,Clinical Pilot,SJHYPO124_D,RNA-Seq,SJHYPO124_D.RNA-Seq,SJHYPO124_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0256,0.9239,0.0505,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJHYPO147_D,PCGP,SJHYPO147_D,RNA-Seq,SJHYPO147_D.RNA-Seq,SJHYPO147_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST988,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4695,0.4734,0.0571,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJHYPO151_D,PCGP,SJHYPO151_D,RNA-Seq,SJHYPO151_D.RNA-Seq,SJHYPO151_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4805,0.481,0.0384,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJIFS030022_D1,Clinical Pilot,SJIFS030022_D1,RNA-Seq,SJIFS030022_D1.RNA-Seq,SJIFS030022_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",D98F08P1,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0138,0.9318,0.0543,Stranded-Reverse,KEEP,"Don't know the sequencing machine type, but keep for now"
RTCG_SJIFS031085_D1,RTCG,SJIFS031085_D1,RNA-Seq,SJIFS031085_D1.RNA-Seq,SJIFS031085_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
PCGP_SJINF001_E,PCGP,SJINF001_E,RNA-Seq,SJINF001_E.RNA-Seq,SJINF001_E.RNA-Seq.bam,E,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4698,0.4753,0.0548,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF001_S,PCGP,SJINF001_S,RNA-Seq,SJINF001_S.RNA-Seq,SJINF001_S.RNA-Seq.bam,S,RELAPSE,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4709,0.4723,0.0568,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF001102_D1,PCGP,SJINF001102_D1,RNA-Seq,SJINF001102_D1.RNA-Seq,SJINF001102_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4897,0.4894,0.0208,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF002_E,PCGP,SJINF002_E,RNA-Seq,SJINF002_E.RNA-Seq,SJINF002_E.RNA-Seq.bam,E,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00561,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4717,0.4735,0.0548,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF002_S,PCGP,SJINF002_S,RNA-Seq,SJINF002_S.RNA-Seq,SJINF002_S.RNA-Seq.bam,S,RELAPSE,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4705,0.4739,0.0556,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF003_D,PCGP,SJINF003_D,RNA-Seq,SJINF003_D.RNA-Seq,SJINF003_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4742,0.4767,0.0491,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF004_D,PCGP,SJINF004_D,RNA-Seq,SJINF004_D.RNA-Seq,SJINF004_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4736,0.4748,0.0517,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF005_D,PCGP,SJINF005_D,RNA-Seq,SJINF005_D.RNA-Seq,SJINF005_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4721,0.4705,0.0574,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF006_D,PCGP,SJINF006_D,RNA-Seq,SJINF006_D.RNA-Seq,SJINF006_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4736,0.4787,0.0476,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF008_D,PCGP,SJINF008_D,RNA-Seq,SJINF008_D.RNA-Seq,SJINF008_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4712,0.4721,0.0567,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF009_D,PCGP,SJINF009_D,RNA-Seq,SJINF009_D.RNA-Seq,SJINF009_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4692,0.4723,0.0585,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF010_D,PCGP,SJINF010_D,RNA-Seq,SJINF010_D.RNA-Seq,SJINF010_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4693,0.4702,0.0605,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF011_D,PCGP,SJINF011_D,RNA-Seq,SJINF011_D.RNA-Seq,SJINF011_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4719,0.4742,0.0539,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF012_D,PCGP,SJINF012_D,RNA-Seq,SJINF012_D.RNA-Seq,SJINF012_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4725,0.473,0.0546,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF013_D,PCGP,SJINF013_D,RNA-Seq,SJINF013_D.RNA-Seq,SJINF013_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4762,0.4757,0.0481,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF014_D,PCGP,SJINF014_D,RNA-Seq,SJINF014_D.RNA-Seq,SJINF014_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4695,0.4715,0.0589,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF015_D,PCGP,SJINF015_D,RNA-Seq,SJINF015_D.RNA-Seq,SJINF015_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4682,0.4716,0.0603,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF016_D,PCGP,SJINF016_D,RNA-Seq,SJINF016_D.RNA-Seq,SJINF016_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.476,0.4783,0.0457,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF017_D,PCGP,SJINF017_D,RNA-Seq,SJINF017_D.RNA-Seq,SJINF017_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.469,0.4706,0.0604,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF018_D,PCGP,SJINF018_D,RNA-Seq,SJINF018_D.RNA-Seq,SJINF018_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4743,0.4752,0.0505,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF019_D,PCGP,SJINF019_D,RNA-Seq,SJINF019_D.RNA-Seq,SJINF019_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4698,0.4725,0.0577,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF020_D,PCGP,SJINF020_D,RNA-Seq,SJINF020_D.RNA-Seq,SJINF020_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-700461R,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4698,0.4719,0.0583,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF021_D,PCGP,SJINF021_D,RNA-Seq,SJINF021_D.RNA-Seq,SJINF021_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00561,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4732,0.474,0.0528,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF022_D,PCGP,SJINF022_D,RNA-Seq,SJINF022_D.RNA-Seq,SJINF022_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00561,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4704,0.4722,0.0574,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF049_D,PCGP,SJINF049_D,RNA-Seq,SJINF049_D.RNA-Seq,SJINF049_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00561,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4786,0.4774,0.0439,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF053_D,PCGP,SJINF053_D,RNA-Seq,SJINF053_D.RNA-Seq,SJINF053_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4714,0.4728,0.0558,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF055_D,PCGP,SJINF055_D,RNA-Seq,SJINF055_D.RNA-Seq,SJINF055_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4745,0.4758,0.0497,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF059_D,PCGP,SJINF059_D,RNA-Seq,SJINF059_D.RNA-Seq,SJINF059_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4682,0.4725,0.0594,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF060_D,PCGP,SJINF060_D,RNA-Seq,SJINF060_D.RNA-Seq,SJINF060_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4792,0.479,0.0418,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF060_R,PCGP,SJINF060_R,RNA-Seq,SJINF060_R.RNA-Seq,SJINF060_R.RNA-Seq.bam,R,RELAPSE,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4738,0.4742,0.052,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF061_D,PCGP,SJINF061_D,RNA-Seq,SJINF061_D.RNA-Seq,SJINF061_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00561,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4729,0.4736,0.0535,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF061_R,PCGP,SJINF061_R,RNA-Seq,SJINF061_R.RNA-Seq,SJINF061_R.RNA-Seq.bam,R,RELAPSE,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4725,0.4746,0.0529,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJINF062_D,PCGP,SJINF062_D,RNA-Seq,SJINF062_D.RNA-Seq,SJINF062_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-D00559,HiSeq2500,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4724,0.474,0.0536,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
